index,x,y,cor_nome,cor_codigo,num_x,num_y,orientacao
312,1402.5201,634.68475,acqua,5,69,18,vertical
313,1402.5201,725.671,acqua,5,69,18,vertical
314,1402.5201,816.6573,branco,8,69,18,vertical
315,1402.5201,907.64355,branco,8,69,18,vertical
316,1402.5201,998.6298,branco,8,69,18,vertical
317,1402.5201,1089.6161,branco,8,69,18,vertical
318,1402.5201,1180.6024,branco,8,69,18,vertical
319,1402.5201,1271.5886,branco,8,69,18,vertical
320,1402.5201,1362.575,branco,8,69,18,vertical
321,1402.5201,1453.5612,branco,8,69,18,vertical
322,1402.5201,1544.5475,branco,8,69,18,vertical
323,1402.5201,1635.5337,branco,8,69,18,vertical
324,1482.4105,44.38355,acqua,5,69,18,vertical
325,1482.4105,135.36983,acqua,5,69,18,vertical
326,1482.4105,226.3561,acqua,5,69,18,vertical
327,1482.4105,317.34238,acqua,5,69,18,vertical
328,1482.4105,408.32864,acqua,5,69,18,vertical
329,1482.4105,499.3149,acqua,5,69,18,vertical
330,1482.4105,590.3012,acqua,5,69,18,vertical
331,1482.4105,681.2875,acqua,5,69,18,vertical
332,1482.4105,772.27374,acqua,5,69,18,vertical
333,1482.4105,863.26,branco,8,69,18,vertical
334,1482.4105,954.2463,branco,8,69,18,vertical
335,1482.4105,1045.2325,branco,8,69,18,vertical
336,1482.4105,1136.2189,branco,8,69,18,vertical
337,1482.4105,1227.2051,branco,8,69,18,vertical
338,1482.4105,1318.1914,branco,8,69,18,vertical
339,1482.4105,1409.1776,branco,8,69,18,vertical
340,1482.4105,1500.164,branco,8,69,18,vertical
341,1482.4105,1591.1501,branco,8,69,18,vertical
342,1562.3009,88.7671,amarelo,3,69,18,vertical
343,1562.3009,179.75337,amarelo,3,69,18,vertical
344,1562.3009,270.73965,amarelo,3,69,18,vertical
345,1562.3009,361.72592,amarelo,3,69,18,vertical
346,1562.3009,452.7122,amarelo,3,69,18,vertical
347,1562.3009,543.6985,amarelo,3,69,18,vertical
348,1562.3009,634.68475,amarelo,3,69,18,vertical
349,1562.3009,725.671,amarelo,3,69,18,vertical
350,1562.3009,816.6573,amarelo,3,69,18,vertical
351,1562.3009,907.64355,amarelo,3,69,18,vertical
352,1562.3009,998.6298,amarelo,3,69,18,vertical
353,1562.3009,1089.6161,acqua,5,69,18,vertical
354,1562.3009,1180.6024,acqua,5,69,18,vertical
355,1562.3009,1271.5886,acqua,5,69,18,vertical
356,1562.3009,1362.575,acqua,5,69,18,vertical
357,1562.3009,1453.5612,acqua,5,69,18,vertical
358,1562.3009,1544.5475,acqua,5,69,18,vertical
359,1562.3009,1635.5337,acqua,5,69,18,vertical
360,1642.1913,44.38355,amarelo,3,69,18,vertical
361,1642.1913,135.36983,amarelo,3,69,18,vertical
362,1642.1913,226.3561,amarelo,3,69,18,vertical
363,1642.1913,317.34238,amarelo,3,69,18,vertical
364,1642.1913,408.32864,amarelo,3,69,18,vertical
365,1642.1913,499.3149,amarelo,3,69,18,vertical
366,1642.1913,590.3012,amarelo,3,69,18,vertical
367,1642.1913,681.2875,amarelo,3,69,18,vertical
368,1642.1913,772.27374,amarelo,3,69,18,vertical
369,1642.1913,863.26,amarelo,3,69,18,vertical
370,1642.1913,954.2463,amarelo,3,69,18,vertical
371,1642.1913,1045.2325,amarelo,3,69,18,vertical
372,1642.1913,1136.2189,acqua,5,69,18,vertical
373,1642.1913,1227.2051,acqua,5,69,18,vertical
374,1642.1913,1318.1914,acqua,5,69,18,vertical
375,1642.1913,1409.1776,acqua,5,69,18,vertical
376,1642.1913,1500.164,acqua,5,69,18,vertical
377,1642.1913,1591.1501,acqua,5,69,18,vertical
378,1722.0817,88.7671,amarelo,3,69,18,vertical
379,1722.0817,179.75337,amarelo,3,69,18,vertical
380,1722.0817,270.73965,amarelo,3,69,18,vertical
381,1722.0817,361.72592,amarelo,3,69,18,vertical
382,1722.0817,452.7122,amarelo,3,69,18,vertical
383,1722.0817,543.6985,amarelo,3,69,18,vertical
384,1722.0817,634.68475,amarelo,3,69,18,vertical
385,1722.0817,725.671,amarelo,3,69,18,vertical
386,1722.0817,816.6573,amarelo,3,69,18,vertical
387,1722.0817,907.64355,amarelo,3,69,18,vertical
388,1722.0817,998.6298,amarelo,3,69,18,vertical
389,1722.0817,1089.6161,acqua,5,69,18,vertical
390,1722.0817,1180.6024,acqua,5,69,18,vertical
391,1722.0817,1271.5886,acqua,5,69,18,vertical
392,1722.0817,1362.575,acqua,5,69,18,vertical
393,1722.0817,1453.5612,acqua,5,69,18,vertical
394,1722.0817,1544.5475,acqua,5,69,18,vertical
395,1722.0817,1635.5337,acqua,5,69,18,vertical
396,1801.972,44.38355,amarelo,3,69,18,vertical
397,1801.972,135.36983,amarelo,3,69,18,vertical
398,1801.972,226.3561,amarelo,3,69,18,vertical
399,1801.972,317.34238,amarelo,3,69,18,vertical
400,1801.972,408.32864,amarelo,3,69,18,vertical
401,1801.972,499.3149,amarelo,3,69,18,vertical
402,1801.972,590.3012,amarelo,3,69,18,vertical
403,1801.972,681.2875,amarelo,3,69,18,vertical
404,1801.972,772.27374,amarelo,3,69,18,vertical
405,1801.972,863.26,amarelo,3,69,18,vertical
406,1801.972,954.2463,amarelo,3,69,18,vertical
407,1801.972,1045.2325,amarelo,3,69,18,vertical
408,1801.972,1136.2189,acqua,5,69,18,vertical
409,1801.972,1227.2051,acqua,5,69,18,vertical
410,1801.972,1318.1914,acqua,5,69,18,vertical
411,1801.972,1409.1776,acqua,5,69,18,vertical
412,1801.972,1500.164,acqua,5,69,18,vertical
413,1801.972,1591.1501,acqua,5,69,18,vertical
414,1881.8624,88.7671,acqua,5,69,18,vertical
415,1881.8624,179.75337,acqua,5,69,18,vertical
416,1881.8624,270.73965,acqua,5,69,18,vertical
417,1881.8624,361.72592,acqua,5,69,18,vertical
418,1881.8624,452.7122,acqua,5,69,18,vertical
419,1881.8624,543.6985,acqua,5,69,18,vertical
420,1881.8624,634.68475,acqua,5,69,18,vertical
421,1881.8624,725.671,acqua,5,69,18,vertical
422,1881.8624,816.6573,acqua,5,69,18,vertical
423,1881.8624,907.64355,acqua,5,69,18,vertical
424,1881.8624,998.6298,acqua,5,69,18,vertical
425,1881.8624,1089.6161,acqua,5,69,18,vertical
426,1881.8624,1180.6024,acqua,5,69,18,vertical
427,1881.8624,1271.5886,acqua,5,69,18,vertical
428,1881.8624,1362.575,acqua,5,69,18,vertical
429,1881.8624,1453.5612,acqua,5,69,18,vertical
430,1881.8624,1544.5475,acqua,5,69,18,vertical
431,1881.8624,1635.5337,acqua,5,69,18,vertical
432,1961.7528,44.38355,acqua,5,69,18,vertical
433,1961.7528,135.36983,acqua,5,69,18,vertical
434,1961.7528,226.3561,acqua,5,69,18,vertical
435,1961.7528,317.34238,acqua,5,69,18,vertical
436,1961.7528,408.32864,acqua,5,69,18,vertical
437,1961.7528,499.3149,acqua,5,69,18,vertical
438,1961.7528,590.3012,acqua,5,69,18,vertical
439,1961.7528,681.2875,acqua,5,69,18,vertical
440,1961.7528,772.27374,acqua,5,69,18,vertical
441,1961.7528,863.26,acqua,5,69,18,vertical
442,1961.7528,954.2463,acqua,5,69,18,vertical
443,1961.7528,1045.2325,acqua,5,69,18,vertical
444,1961.7528,1136.2189,acqua,5,69,18,vertical
445,1961.7528,1227.2051,acqua,5,69,18,vertical
446,1961.7528,1318.1914,acqua,5,69,18,vertical
447,1961.7528,1409.1776,acqua,5,69,18,vertical
448,1961.7528,1500.164,acqua,5,69,18,vertical
449,1961.7528,1591.1501,acqua,5,69,18,vertical
450,2041.6432,88.7671,acqua,5,69,18,vertical
451,2041.6432,179.75337,acqua,5,69,18,vertical
452,2041.6432,270.73965,acqua,5,69,18,vertical
453,2041.6432,361.72592,acqua,5,69,18,vertical
454,2041.6432,452.7122,acqua,5,69,18,vertical
455,2041.6432,543.6985,acqua,5,69,18,vertical
456,2041.6432,634.68475,acqua,5,69,18,vertical
457,2041.6432,725.671,acqua,5,69,18,vertical
458,2041.6432,816.6573,acqua,5,69,18,vertical
459,2041.6432,907.64355,acqua,5,69,18,vertical
460,2041.6432,998.6298,acqua,5,69,18,vertical
461,2041.6432,1089.6161,acqua,5,69,18,vertical
462,2041.6432,1180.6024,acqua,5,69,18,vertical
463,2041.6432,1271.5886,acqua,5,69,18,vertical
464,2041.6432,1362.575,acqua,5,69,18,vertical
465,2041.6432,1453.5612,acqua,5,69,18,vertical
466,2041.6432,1544.5475,acqua,5,69,18,vertical
467,2041.6432,1635.5337,acqua,5,69,18,vertical
468,2121.5337,44.38355,acqua,5,69,18,vertical
469,2121.5337,135.36983,acqua,5,69,18,vertical
470,2121.5337,226.3561,acqua,5,69,18,vertical
471,2121.5337,317.34238,acqua,5,69,18,vertical
472,2121.5337,408.32864,acqua,5,69,18,vertical
473,2121.5337,499.3149,acqua,5,69,18,vertical
474,2121.5337,590.3012,acqua,5,69,18,vertical
475,2121.5337,681.2875,acqua,5,69,18,vertical
476,2121.5337,772.27374,acqua,5,69,18,vertical
477,2121.5337,863.26,acqua,5,69,18,vertical
478,2121.5337,954.2463,acqua,5,69,18,vertical
479,2121.5337,1045.2325,acqua,5,69,18,vertical
480,2121.5337,1136.2189,acqua,5,69,18,vertical
481,2121.5337,1227.2051,acqua,5,69,18,vertical
482,2121.5337,1318.1914,acqua,5,69,18,vertical
483,2121.5337,1409.1776,acqua,5,69,18,vertical
484,2121.5337,1500.164,acqua,5,69,18,vertical
485,2121.5337,1591.1501,acqua,5,69,18,vertical
486,2201.424,88.7671,acqua,5,69,18,vertical
487,2201.424,179.75337,acqua,5,69,18,vertical
488,2201.424,270.73965,acqua,5,69,18,vertical
489,2201.424,361.72592,acqua,5,69,18,vertical
490,2201.424,452.7122,acqua,5,69,18,vertical
491,2201.424,543.6985,acqua,5,69,18,vertical
492,2201.424,634.68475,acqua,5,69,18,vertical
493,2201.424,725.671,acqua,5,69,18,vertical
494,2201.424,816.6573,acqua,5,69,18,vertical
495,2201.424,907.64355,acqua,5,69,18,vertical
496,2201.424,998.6298,acqua,5,69,18,vertical
497,2201.424,1089.6161,acqua,5,69,18,vertical
498,2201.424,1180.6024,acqua,5,69,18,vertical
499,2201.424,1271.5886,acqua,5,69,18,vertical
500,2201.424,1362.575,acqua,5,69,18,vertical
501,2201.424,1453.5612,acqua,5,69,18,vertical
502,2201.424,1544.5475,acqua,5,69,18,vertical
503,2201.424,1635.5337,acqua,5,69,18,vertical
504,2281.3145,44.38355,acqua,5,69,18,vertical
505,2281.3145,135.36983,acqua,5,69,18,vertical
506,2281.3145,226.3561,acqua,5,69,18,vertical
507,2281.3145,317.34238,acqua,5,69,18,vertical
508,2281.3145,408.32864,acqua,5,69,18,vertical
509,2281.3145,499.3149,acqua,5,69,18,vertical
510,2281.3145,590.3012,acqua,5,69,18,vertical
511,2281.3145,681.2875,acqua,5,69,18,vertical
512,2281.3145,772.27374,acqua,5,69,18,vertical
513,2281.3145,863.26,acqua,5,69,18,vertical
514,2281.3145,954.2463,acqua,5,69,18,vertical
515,2281.3145,1045.2325,acqua,5,69,18,vertical
516,2281.3145,1136.2189,acqua,5,69,18,vertical
517,2281.3145,1227.2051,acqua,5,69,18,vertical
518,2281.3145,1318.1914,acqua,5,69,18,vertical
519,2281.3145,1409.1776,acqua,5,69,18,vertical
